orbit_type,target_norad,target_name,mean_motion_rev_day,inclination_deg,eccentricity,catalog_size,sigma_deg,trial,observation_count,target_rank,target_chi2,best_chi2,best_fit_p_value,best_gap_chi2,top1_norad,top1_correct,top3_contains_target,top10_contains_target,runtime_us,runtime_ms
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,0.5,2,3,1,5.32302,5.32302,0.503099,99.3014,39471,1,1,1,930,0.93
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,0.5,3,3,1,8.13369,8.13369,0.228472,110.18,39471,1,1,1,883,0.883
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,0.5,4,3,1,3.43503,3.43503,0.752592,114.185,39471,1,1,1,1018,1.018
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,0.5,5,3,1,8.85211,8.85211,0.182068,106.671,39471,1,1,1,891,0.891
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,1,1,3,1,3.179,3.179,0.786069,32.1361,39471,1,1,1,1506,1.506
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,1,2,3,1,1.83044,1.83044,0.934614,31.0738,39471,1,1,1,989,0.989
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,1,3,3,2,9.8638,5.99886,0.423317,3.86494,44709,0,1,1,1052,1.052
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,1,4,3,1,2.36666,2.36666,0.883082,26.4036,39471,1,1,1,2891,2.891
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,1,5,3,1,6.45933,6.45933,0.373747,24.9393,39471,1,1,1,1374,1.374
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,2,1,3,1,6.57461,6.57461,0.361982,3.24009,39471,1,1,1,874,0.874
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,2,2,3,1,1.63901,1.63901,0.949732,5.92408,39471,1,1,1,919,0.919
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,2,3,3,1,0.827941,0.827941,0.991303,8.32788,39471,1,1,1,850,0.85
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,2,4,3,1,1.07903,1.07903,0.982438,4.68806,39471,1,1,1,841,0.841
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,2,5,3,1,5.94709,5.94709,0.429144,7.58908,39471,1,1,1,877,0.877
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,5,1,3,1,4.024,4.024,0.673429,1.32572,39471,1,1,1,847,0.847
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,5,2,3,12,7.43194,2.33358,0.886608,0.169633,49411,0,0,0,849,0.849
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,5,3,3,14,9.64535,2.84702,0.827788,0.529998,45142,0,0,0,854,0.854
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,5,4,3,7,4.7855,2.19075,0.901346,0.174696,43208,0,0,1,861,0.861
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,5,5,3,1,2.18565,2.18565,0.901857,1.79109,39471,1,1,1,826,0.826
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,10,1,3,41,7.55395,2.48648,0.869978,0.121331,89493,0,0,0,865,0.865
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,10,2,3,16,6.52496,2.4403,0.875089,0.600563,68629,0,0,0,1388,1.388
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,10,3,3,1,6.7684,6.7684,0.342798,0.344357,39471,1,1,1,893,0.893
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,10,4,3,146,10.5674,2.77738,0.836225,0.0445529,47837,0,0,0,857,0.857
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,10,5,3,8,2.30304,1.8143,0.93596,0.1536,30526,0,0,1,864,0.864
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,15,1,3,120,4.71981,2.7569,0.838682,0.0394294,58720,0,0,0,835,0.835
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,15,2,3,37,2.53273,1.81895,0.935574,0.0450972,44786,0,0,0,852,0.852
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,15,3,3,152,11.6169,7.40333,0.285151,0.0851408,62165,0,0,0,870,0.87
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,15,4,3,2,5.58035,5.55253,0.47513,0.0278153,30971,0,1,1,852,0.852
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,15,5,3,45,7.44197,3.87653,0.693381,0.830572,63243,0,0,0,848,0.848
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,20,1,3,44,4.59416,2.71501,0.843672,0.141737,69002,0,0,0,848,0.848
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,20,2,3,70,7.30495,5.67618,0.460424,0.00952319,52349,0,0,0,857,0.857
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,20,3,3,24,7.44487,3.68265,0.719532,0.364431,55305,0,0,0,861,0.861
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,20,4,3,92,25.9446,23.3758,0.000679902,0.671805,43181,0,0,0,854,0.854
LEO,39471,"CP8 (IPEX)              ",15.0764,120.464,0.0159199,500,20,5,3,83,7.54711,2.14861,0.905536,0.181912,64168,0,0,0,811,0.811
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0,1,3,1,1.06958e-05,1.06958e-05,1,2.85888e+07,38761,1,1,1,19306,19.306
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0,2,3,1,1.06958e-05,1.06958e-05,1,2.85888e+07,38761,1,1,1,1011,1.011
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0,3,3,1,1.06958e-05,1.06958e-05,1,2.85888e+07,38761,1,1,1,847,0.847
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0,4,3,1,1.06958e-05,1.06958e-05,1,2.85888e+07,38761,1,1,1,845,0.845
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0,5,3,1,1.06958e-05,1.06958e-05,1,2.85888e+07,38761,1,1,1,1209,1.209
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.05,1,3,1,5.57881,5.57881,0.471983,11179.7,38761,1,1,1,866,0.866
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.05,2,3,1,8.38905,8.38905,0.210963,11628.9,38761,1,1,1,827,0.827
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.05,3,3,1,7.61302,7.61302,0.267846,11223.5,38761,1,1,1,843,0.843
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.05,4,3,1,4.2302,4.2302,0.645556,11395.2,38761,1,1,1,832,0.832
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.05,5,3,1,1.93419,1.93419,0.92565,11457,38761,1,1,1,914,0.914
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.1,1,3,1,2.52741,2.52741,0.865387,2925.13,38761,1,1,1,841,0.841
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.1,2,3,1,4.07149,4.07149,0.667002,2894.67,38761,1,1,1,837,0.837
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.1,3,3,1,6.72236,6.72236,0.347288,2783.19,38761,1,1,1,843,0.843
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.1,4,3,1,3.281,3.281,0.772841,2995.8,38761,1,1,1,833,0.833
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.1,5,3,1,10.1108,10.1108,0.120064,2978.65,38761,1,1,1,850,0.85
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.25,1,3,1,11.7831,11.7831,0.0669861,479.155,38761,1,1,1,833,0.833
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.25,2,3,1,3.1402,3.1402,0.791056,465.987,38761,1,1,1,853,0.853
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.25,3,3,1,7.14476,7.14476,0.307667,457.901,38761,1,1,1,813,0.813
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.25,4,3,1,8.19645,8.19645,0.224062,387.106,38761,1,1,1,837,0.837
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.25,5,3,1,1.89239,1.89239,0.929324,449.464,38761,1,1,1,1319,1.319
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.5,1,3,1,1.91449,1.91449,0.927393,114.367,38761,1,1,1,865,0.865
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.5,2,3,1,4.88741,4.88741,0.558333,139.835,38761,1,1,1,837,0.837
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.5,3,3,1,5.6628,5.6628,0.462003,113.513,38761,1,1,1,823,0.823
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.5,4,3,1,10.1606,10.1606,0.118049,73.5424,38761,1,1,1,843,0.843
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,0.5,5,3,1,8.01985,8.01985,0.236653,138.714,38761,1,1,1,905,0.905
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,1,1,3,1,7.40598,7.40598,0.284927,20.3131,38761,1,1,1,863,0.863
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,1,2,3,1,2.97626,2.97626,0.811821,33.7478,38761,1,1,1,825,0.825
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,1,3,3,1,2.81481,2.81481,0.831705,31.8565,38761,1,1,1,806,0.806
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,1,4,3,1,13.4237,13.4237,0.0367803,11.5234,38761,1,1,1,861,0.861
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,1,5,3,1,2.56981,2.56981,0.860574,25.5776,38761,1,1,1,850,0.85
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,2,1,3,5,5.52515,4.12184,0.660192,0.0248999,36831,0,0,1,941,0.941
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,2,2,3,1,6.04381,6.04381,0.418301,0.850335,38761,1,1,1,932,0.932
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,2,3,3,1,3.37108,3.37108,0.761035,1.65999,38761,1,1,1,949,0.949
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,2,4,3,1,2.60828,2.60828,0.856159,6.65076,38761,1,1,1,1163,1.163
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,2,5,3,1,4.40456,4.40456,0.622103,2.84443,38761,1,1,1,1285,1.285
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,5,1,3,4,5.39761,3.77486,0.707113,1.11145,43057,0,0,1,973,0.973
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,5,2,3,20,9.49807,3.8299,0.699682,0.387095,38552,0,0,0,946,0.946
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,5,3,3,1,6.37762,6.37762,0.382244,0.287121,38761,1,1,1,1011,1.011
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,5,4,3,14,5.72209,4.16205,0.654757,0.183074,62186,0,0,0,1012,1.012
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,5,5,3,14,7.59695,5.88361,0.436354,0.0406853,39163,0,0,0,1027,1.027
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,10,1,3,1,1.31991,1.31991,0.970549,0.20174,38761,1,1,1,932,0.932
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,10,2,3,9,5.20547,3.00486,0.808236,0.060891,64684,0,0,1,1026,1.026
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,10,3,3,7,1.56139,1.16972,0.978354,0.159717,38552,0,0,1,1138,1.138
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,10,4,3,45,8.70342,4.78787,0.571295,0.015153,44624,0,0,0,1033,1.033
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,10,5,3,20,3.42908,1.44405,0.963124,0.320535,14129,0,0,0,1305,1.305
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,15,1,3,1,1.29699,1.29699,0.971823,0.0206037,38761,1,1,1,1163,1.163
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,15,2,3,40,11.3198,7.63542,0.266048,1.25038,31180,0,0,0,1710,1.71
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,15,3,3,74,6.1159,3.40221,0.756931,0.000329925,58140,0,0,0,1008,1.008
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,15,4,3,115,5.68698,2.4161,0.877737,0.111037,36278,0,0,0,1132,1.132
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,15,5,3,1,3.86501,3.86501,0.694939,0.461987,38761,1,1,1,1078,1.078
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,20,1,3,89,5.62589,4.11967,0.660486,0.0161655,67641,0,0,0,932,0.932
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,20,2,3,256,10.3735,4.08586,0.665058,0.0579649,57654,0,0,0,1072,1.072
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,20,3,3,11,4.90948,4.01678,0.674405,0.0965587,60398,0,0,0,1033,1.033
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,20,4,3,63,2.53742,1.14066,0.979714,0.176106,47388,0,0,0,870,0.87
LEO,38761,"CSSWE                   ",15.427,64.6623,0.0053913,500,20,5,3,35,3.09738,1.54503,0.956448,0.788607,60398,0,0,0,908,0.908
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0,1,3,1,1.24101e-05,1.24101e-05,1,3.97137e+06,25984,1,1,1,18867,18.867
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0,2,3,1,1.24101e-05,1.24101e-05,1,3.97137e+06,25984,1,1,1,865,0.865
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0,3,3,1,1.24101e-05,1.24101e-05,1,3.97137e+06,25984,1,1,1,895,0.895
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0,4,3,1,1.24101e-05,1.24101e-05,1,3.97137e+06,25984,1,1,1,953,0.953
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0,5,3,1,1.24101e-05,1.24101e-05,1,3.97137e+06,25984,1,1,1,867,0.867
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.05,1,3,1,7.1087,7.1087,0.310912,1730.73,25984,1,1,1,871,0.871
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.05,2,3,1,5.66272,5.66272,0.462012,1716.25,25984,1,1,1,872,0.872
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.05,3,3,1,3.43822,3.43822,0.752171,1662.33,25984,1,1,1,1283,1.283
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.05,4,3,1,7.34741,7.34741,0.28991,1576.36,25984,1,1,1,1108,1.108
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.05,5,3,1,5.67416,5.67416,0.460661,1599.92,25984,1,1,1,865,0.865
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.1,1,3,1,5.4819,5.4819,0.483648,358.228,25984,1,1,1,831,0.831
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.1,2,3,1,3.96521,3.96521,0.681384,392.538,25984,1,1,1,848,0.848
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.1,3,3,1,11.9943,11.9943,0.0620954,397.89,25984,1,1,1,841,0.841
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.1,4,3,1,2.24505,2.24505,0.895839,402.4,25984,1,1,1,999,0.999
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.1,5,3,1,5.23494,5.23494,0.514052,394.612,25984,1,1,1,905,0.905
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.25,1,3,1,6.85603,6.85603,0.334367,73.8222,25984,1,1,1,870,0.87
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.25,2,3,1,5.903,5.903,0.434143,90.9558,25984,1,1,1,861,0.861
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.25,3,3,1,5.65246,5.65246,0.463224,45.0541,25984,1,1,1,851,0.851
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.25,4,3,1,4.52418,4.52418,0.606116,57.6617,25984,1,1,1,811,0.811
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.25,5,3,1,6.73336,6.73336,0.346211,88.6865,25984,1,1,1,831,0.831
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.5,1,3,1,4.7369,4.7369,0.577973,14.8882,25984,1,1,1,916,0.916
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.5,2,3,1,2.34278,2.34278,0.885631,19.0437,25984,1,1,1,867,0.867
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.5,3,3,1,2.4307,2.4307,0.876141,11.6079,25984,1,1,1,1308,1.308
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.5,4,3,1,10.6905,10.6905,0.0984248,13.5791,25984,1,1,1,876,0.876
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,0.5,5,3,1,9.07482,9.07482,0.169414,12.4734,25984,1,1,1,871,0.871
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,1,1,3,1,5.40199,5.40199,0.49338,5.04391,25984,1,1,1,871,0.871
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,1,2,3,1,6.17969,6.17969,0.403366,8.74048,25984,1,1,1,864,0.864
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,1,3,3,2,10.4944,4.2814,0.638654,6.21296,65509,0,1,1,879,0.879
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,1,4,3,2,10.1456,9.98165,0.125427,0.163983,57136,0,1,1,919,0.919
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,1,5,3,1,4.09896,4.09896,0.663286,3.71004,25984,1,1,1,871,0.871
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,2,1,3,1,4.84707,4.84707,0.563572,0.238895,25984,1,1,1,931,0.931
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,2,2,3,1,3.66948,3.66948,0.721302,2.93026,25984,1,1,1,963,0.963
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,2,3,3,2,5.31639,3.67146,0.721036,1.64493,40889,0,1,1,1102,1.102
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,2,4,3,3,5.09457,3.9618,0.681846,0.667456,57136,0,1,1,1131,1.131
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,2,5,3,1,0.830779,0.830779,0.991223,1.82713,25984,1,1,1,1139,1.139
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,5,1,3,29,9.34312,1.18671,0.977536,0.387872,62201,0,0,0,1512,1.512
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,5,2,3,16,4.77536,3.40391,0.756707,0.114566,39188,0,0,0,1244,1.244
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,5,3,3,10,5.53106,3.74152,0.711607,0.0370639,59880,0,0,1,987,0.987
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,5,4,3,43,10.5517,5.35167,0.499563,0.500827,46912,0,0,0,1029,1.029
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,5,5,3,1,2.94048,2.94048,0.81628,0.018352,25984,1,1,1,1012,1.012
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,10,1,3,71,2.02386,0.214861,0.999809,0.08898,57848,0,0,0,1022,1.022
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,10,2,3,97,9.05453,5.22825,0.514889,0.164315,45071,0,0,0,1010,1.01
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,10,3,3,6,2.65381,2.42858,0.876373,0.0407361,57107,0,0,1,998,0.998
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,10,4,3,34,6.7122,3.56525,0.73527,0.551701,62254,0,0,0,976,0.976
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,10,5,3,8,2.14279,1.55359,0.955856,0.0106824,68192,0,0,1,1337,1.337
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,15,1,3,141,9.12407,7.25328,0.298058,0.168401,31512,0,0,0,993,0.993
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,15,2,3,7,2.63468,2.43327,0.87586,0.072784,67833,0,0,1,898,0.898
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,15,3,3,185,8.2844,2.26517,0.893768,0.167061,65596,0,0,0,867,0.867
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,15,4,3,8,3.2773,2.90307,0.820911,0.00587382,65509,0,0,1,1459,1.459
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,15,5,3,4,4.78567,4.66166,0.58788,0.0418176,68192,0,0,1,1246,1.246
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,20,1,3,213,10.4511,2.33977,0.885951,0.206222,64506,0,0,0,991,0.991
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,20,2,3,195,4.53224,1.86497,0.931689,0.0036667,30794,0,0,0,968,0.968
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,20,3,3,7,7.13515,6.9703,0.323603,0.0078925,65529,0,0,1,1184,1.184
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,20,4,3,11,3.66839,3.25052,0.77681,0.104942,67222,0,0,0,946,0.946
LEO,25984,"ORBCOMM FM36            ",14.3913,45.0402,0.0003268,500,20,5,3,76,4.86884,3.45901,0.749415,0.0356011,59391,0,0,0,1434,1.434
MEO,68791,"GPS BIII-10 (PRN 13)    ",2.0057,54.9663,0.0004511,500,0,1,3,1,5.35112e-08,5.35112e-08,1,346477,68791,1,1,1,17542,17.542
MEO,68791,"GPS BIII-10 (PRN 13)    ",2.0057,54.9663,0.0004511,500,0,2,3,1,5.35112e-08,5.35112e-08,1,346477,68791,1,1,1,881,0.881
MEO,68791,"GPS BIII-10 (PRN 13)    ",2.0057,54.9663,0.0004511,500,0,3,3,1,5.35112e-08,5.35112e-08,1,346477,68791,1,1,1,840,0.84
