scenario,target_norad,sigma_deg,trial,catalog_size,observation_count,best_norad,best_chi2,best_fit_p_value,best_catalog_match,target_rank,correct_decision
unknown_hard,17070,5,1,250,3,63216,3.71245,0.715522,1,-1,0
known_hard,17070,5,2,250,3,31736,6.97063,0.323572,1,3,1
unknown_random,17070,5,2,249,3,35459,19.6996,0.00313169,1,-1,0
unknown_hard,17070,5,2,250,3,62256,1.13736,0.979865,1,-1,0
known_hard,17070,5,3,250,3,30209,2.1292,0.907441,1,7,1
unknown_random,17070,5,3,249,3,35459,9.58129,0.143428,1,-1,0
unknown_hard,17070,5,3,250,3,43001,3.8944,0.690965,1,-1,0
known_hard,17070,5,4,250,3,63260,3.79368,0.704573,1,15,1
unknown_random,17070,5,4,249,3,34955,15.2153,0.0186469,1,-1,0
unknown_hard,17070,5,4,250,3,67961,12.9485,0.0438606,1,-1,0
known_hard,17070,5,5,250,3,63260,5.54162,0.476441,1,20,1
unknown_random,17070,5,5,249,3,33823,13.1459,0.0407759,1,-1,0
unknown_hard,17070,5,5,250,3,46451,6.17951,0.403385,1,-1,0
known_hard,17070,10,1,250,3,49199,0.404775,0.998812,1,24,1
unknown_random,17070,10,1,249,3,35459,8.45112,0.20688,1,-1,0
unknown_hard,17070,10,1,250,3,29953,0.932375,0.988046,1,-1,0
known_hard,17070,10,2,250,3,47289,4.90404,0.556179,1,121,1
unknown_random,17070,10,2,249,3,35459,9.9549,0.126564,1,-1,0
unknown_hard,17070,10,2,250,3,30206,4.79417,0.570471,1,-1,0
known_hard,17070,10,3,250,3,67961,7.86732,0.247986,1,24,1
unknown_random,17070,10,3,249,3,34955,3.90367,0.689711,1,-1,0
unknown_hard,17070,10,3,250,3,36053,4.73392,0.578364,1,-1,0
known_hard,17070,10,4,250,3,55832,7.71055,0.260085,1,63,1
unknown_random,17070,10,4,249,3,35459,5.93338,0.430695,1,-1,0
unknown_hard,17070,10,4,250,3,47260,2.38039,0.881606,1,-1,0
known_hard,17070,10,5,250,3,47228,2.52945,0.865158,1,15,1
unknown_random,17070,10,5,249,3,34955,10.851,0.0930906,1,-1,0
unknown_hard,17070,10,5,250,3,35459,3.63141,0.726412,1,-1,0
known_hard,17070,15,1,250,3,35961,6.51357,0.36818,1,34,1
unknown_random,17070,15,1,249,3,34955,3.86841,0.694479,1,-1,0
unknown_hard,17070,15,1,250,3,31332,5.70632,0.456878,1,-1,0
known_hard,17070,15,2,250,3,68683,0.777818,0.992655,1,14,1
unknown_random,17070,15,2,249,3,34964,3.37989,0.759875,1,-1,0
unknown_hard,17070,15,2,250,3,67961,6.71789,0.347726,1,-1,0
known_hard,17070,15,3,250,3,67383,1.22501,0.975632,1,133,1
unknown_random,17070,15,3,249,3,34964,9.90756,0.128599,1,-1,0
unknown_hard,17070,15,3,250,3,30845,2.70973,0.844297,1,-1,0
known_hard,17070,15,4,250,3,35459,5.74614,0.452219,1,102,1
unknown_random,17070,15,4,249,3,35459,3.81996,0.701026,1,-1,0
unknown_hard,17070,15,4,250,3,49198,11.2236,0.0817078,1,-1,0
known_hard,17070,15,5,250,3,57387,3.3435,0.764661,1,7,1
unknown_random,17070,15,5,249,3,57492,7.41327,0.284312,1,-1,0
unknown_hard,17070,15,5,250,3,43479,5.49919,0.481554,1,-1,0
known_hard,17070,20,1,250,3,67884,1.43255,0.963849,1,122,1
unknown_random,17070,20,1,249,3,57492,2.98547,0.810669,1,-1,0
unknown_hard,17070,20,1,250,3,17973,2.19718,0.9007,1,-1,0
known_hard,17070,20,2,250,3,38122,3.26974,0.774309,1,23,1
unknown_random,17070,20,2,249,3,34955,5.06826,0.535089,1,-1,0
unknown_hard,17070,20,2,250,3,87782,6.61713,0.357709,1,-1,0
known_hard,17070,20,3,250,3,34146,5.1748,0.521597,1,108,1
unknown_random,17070,20,3,249,3,33823,2.02414,0.917465,1,-1,0
unknown_hard,17070,20,3,250,3,49188,2.503,0.868132,1,-1,0
known_hard,17070,20,4,250,3,64935,1.7602,0.94038,1,110,1
unknown_random,17070,20,4,249,3,33823,4.44731,0.616378,1,-1,0
unknown_hard,17070,20,4,250,3,39763,5.07828,0.533814,1,-1,0
known_hard,17070,20,5,250,3,39763,3.873,0.693858,1,99,1
unknown_random,17070,20,5,249,3,34964,3.44511,0.751258,1,-1,0
unknown_hard,17070,20,5,250,3,38510,8.23612,0.22131,1,-1,0
known_hard,30232,0,1,250,3,30232,0,1,1,1,1
unknown_random,30232,0,1,249,3,33994,4.49356e+08,0,0,-1,1
unknown_hard,30232,0,1,250,3,64849,3.46859e+07,0,0,-1,1
known_hard,30232,0,2,250,3,30232,0,1,1,1,1
unknown_random,30232,0,2,249,3,33994,4.49356e+08,0,0,-1,1
unknown_hard,30232,0,2,250,3,64849,3.46859e+07,0,0,-1,1
known_hard,30232,0,3,250,3,30232,0,1,1,1,1
unknown_random,30232,0,3,249,3,33994,4.49356e+08,0,0,-1,1
unknown_hard,30232,0,3,250,3,64849,3.46859e+07,0,0,-1,1
known_hard,30232,0,4,250,3,30232,0,1,1,1,1
unknown_random,30232,0,4,249,3,33994,4.49356e+08,0,0,-1,1
unknown_hard,30232,0,4,250,3,64849,3.46859e+07,0,0,-1,1
known_hard,30232,0,5,250,3,30232,0,1,1,1,1
unknown_random,30232,0,5,249,3,33994,4.49356e+08,0,0,-1,1
unknown_hard,30232,0,5,250,3,64849,3.46859e+07,0,0,-1,1
known_hard,30232,0.05,1,250,3,30232,1.85274,0.932732,1,1,1
unknown_random,30232,0.05,1,249,3,33994,180096,0,0,-1,1
unknown_hard,30232,0.05,1,250,3,64849,14092,0,0,-1,1
known_hard,30232,0.05,2,250,3,30232,7.87707,0.247248,1,1,1
unknown_random,30232,0.05,2,249,3,33994,180319,0,0,-1,1
unknown_hard,30232,0.05,2,250,3,64849,13773.4,0,0,-1,1
known_hard,30232,0.05,3,250,3,30232,4.89733,0.557047,1,1,1
unknown_random,30232,0.05,3,249,3,33994,180203,0,0,-1,1
unknown_hard,30232,0.05,3,250,3,64849,13115.7,0,0,-1,1
known_hard,30232,0.05,4,250,3,30232,6.43138,0.376639,1,1,1
unknown_random,30232,0.05,4,249,3,33994,179290,0,0,-1,1
unknown_hard,30232,0.05,4,250,3,64849,14244.6,0,0,-1,1
known_hard,30232,0.05,5,250,3,30232,2.7079,0.844513,1,1,1
unknown_random,30232,0.05,5,249,3,33994,179616,0,0,-1,1
unknown_hard,30232,0.05,5,250,3,64849,13563.8,0,0,-1,1
known_hard,30232,0.1,1,250,3,30232,8.88353,0.180235,1,1,1
unknown_random,30232,0.1,1,249,3,33994,44750.8,0,0,-1,1
unknown_hard,30232,0.1,1,250,3,64849,3540.04,0,0,-1,1
known_hard,30232,0.1,2,250,3,30232,8.22507,0.222073,1,1,1
unknown_random,30232,0.1,2,249,3,33994,44685.8,0,0,-1,1
unknown_hard,30232,0.1,2,250,3,64849,3363.81,0,0,-1,1
known_hard,30232,0.1,3,250,3,30232,8.92301,0.177955,1,1,1
unknown_random,30232,0.1,3,249,3,33994,44979.9,0,0,-1,1
unknown_hard,30232,0.1,3,250,3,64849,3428.44,0,0,-1,1
known_hard,30232,0.1,4,250,3,30232,11.6675,0.0698111,1,1,1
unknown_random,30232,0.1,4,249,3,33994,44581.7,0,0,-1,1
unknown_hard,30232,0.1,4,250,3,64849,3538.83,0,0,-1,1
known_hard,30232,0.1,5,250,3,30232,0.415099,0.998724,1,1,1
unknown_random,30232,0.1,5,249,3,33994,44668,0,0,-1,1
unknown_hard,30232,0.1,5,250,3,64849,3517.54,0,0,-1,1
known_hard,30232,0.25,1,250,3,30232,5.61256,0.467958,1,1,1
unknown_random,30232,0.25,1,249,3,33994,7368.45,0,0,-1,1
unknown_hard,30232,0.25,1,250,3,64849,665.837,1.4509e-140,0,-1,1
known_hard,30232,0.25,2,250,3,30232,6.84768,0.335164,1,1,1
unknown_random,30232,0.25,2,249,3,33994,7096.9,0,0,-1,1
unknown_hard,30232,0.25,2,250,3,64849,533.547,4.96938e-112,0,-1,1
known_hard,30232,0.25,3,250,3,30232,10.6617,0.0994116,1,1,1
unknown_random,30232,0.25,3,249,3,33994,7073.56,0,0,-1,1
unknown_hard,30232,0.25,3,250,3,64849,535.222,2.16371e-112,0,-1,1
known_hard,30232,0.25,4,250,3,30232,3.09698,0.79658,1,1,1
unknown_random,30232,0.25,4,249,3,33994,7354.16,0,0,-1,1
unknown_hard,30232,0.25,4,250,3,64849,659.93,2.73246e-139,0,-1,1
known_hard,30232,0.25,5,250,3,30232,9.48872,0.1479,1,1,1
unknown_random,30232,0.25,5,249,3,33994,7175.92,0,0,-1,1
unknown_hard,30232,0.25,5,250,3,64849,552.899,3.3492e-116,0,-1,1
known_hard,30232,0.5,1,250,3,30232,4.42516,0.619343,1,1,1
unknown_random,30232,0.5,1,249,3,33994,1821.02,0,0,-1,1
unknown_hard,30232,0.5,1,250,3,64849,168.219,1.07345e-33,0,-1,1
known_hard,30232,0.5,2,250,3,30232,7.428,0.283072,1,1,1
unknown_random,30232,0.5,2,249,3,33994,1818.97,0,0,-1,1
unknown_hard,30232,0.5,2,250,3,64849,175.034,3.84485e-35,0,-1,1
known_hard,30232,0.5,3,250,3,30232,7.06773,0.314629,1,1,1
unknown_random,30232,0.5,3,249,3,33994,1658.76,0,0,-1,1
unknown_hard,30232,0.5,3,250,3,64849,140.205,9.07231e-28,0,-1,1
known_hard,30232,0.5,4,250,3,30232,6.22,0.399002,1,1,1
unknown_random,30232,0.5,4,249,3,33994,1838.28,0,0,-1,1
unknown_hard,30232,0.5,4,250,3,64849,160.446,4.76501e-32,0,-1,1
known_hard,30232,0.5,5,250,3,30232,3.79287,0.704683,1,1,1
unknown_random,30232,0.5,5,249,3,33994,1758.83,0,0,-1,1
unknown_hard,30232,0.5,5,250,3,64849,158.127,1.47591e-31,0,-1,1
known_hard,30232,1,1,250,3,30232,12.0585,0.0606763,1,1,1
unknown_random,30232,1,1,249,3,33994,527.341,1.08099e-110,0,-1,1
unknown_hard,30232,1,1,250,3,64849,57.5985,1.38204e-10,0,-1,1
known_hard,30232,1,2,250,3,30232,3.52543,0.740583,1,1,1
unknown_random,30232,1,2,249,3,33994,429.708,1.14112e-89,0,-1,1
unknown_hard,30232,1,2,250,3,64849,43.3565,9.91493e-08,0,-1,1
known_hard,30232,1,3,250,3,30232,4.55432,0.602105,1,1,1
unknown_random,30232,1,3,249,3,33994,456.036,2.46427e-95,0,-1,1
unknown_hard,30232,1,3,250,3,64849,41.0946,2.774e-07,0,-1,1
known_hard,30232,1,4,250,3,30232,8.13123,0.228646,1,1,1
unknown_random,30232,1,4,249,3,33994,430.734,6.86419e-90,0,-1,1
unknown_hard,30232,1,4,250,3,37095,50.0745,4.54218e-09,0,-1,1
known_hard,30232,1,5,250,3,30232,3.77269,0.707405,1,1,1
unknown_random,30232,1,5,249,3,33994,419.171,2.1082e-87,0,-1,1
unknown_hard,30232,1,5,250,3,64849,45.4743,3.76685e-08,0,-1,1
known_hard,30232,2,1,250,3,30232,5.98856,0.424472,1,1,1
unknown_random,30232,2,1,249,3,33994,97.6875,7.61721e-19,0,-1,1
unknown_hard,30232,2,1,250,3,37095,13.8762,0.0310496,1,-1,0
known_hard,30232,2,2,250,3,30232,7.47399,0.279225,1,1,1
unknown_random,30232,2,2,249,3,33994,126.049,8.72065e-25,0,-1,1
unknown_hard,30232,2,2,250,3,37095,12.3401,0.0547972,1,-1,0
known_hard,30232,2,3,250,3,30232,5.18987,0.519701,1,1,1
unknown_random,30232,2,3,249,3,33994,134.377,1.53769e-26,0,-1,1
unknown_hard,30232,2,3,250,3,37095,9.1583,0.164869,1,-1,0
known_hard,30232,2,4,250,3,30232,5.00183,0.543578,1,1,1
unknown_random,30232,2,4,249,3,33994,99.1163,3.83608e-19,0,-1,1
unknown_hard,30232,2,4,250,3,64849,14.7594,0.0222126,1,-1,0
known_hard,30232,2,5,250,3,30232,1.15347,0.97912,1,1,1
unknown_random,30232,2,5,249,3,33994,84.733,3.74954e-16,0,-1,1
unknown_hard,30232,2,5,250,3,64849,12.2857,0.0558908,1,-1,0
known_hard,30232,5,1,250,3,30232,10.0242,0.123637,1,1,1
unknown_random,30232,5,1,249,3,33994,19.9292,0.0028509,1,-1,0
unknown_hard,30232,5,1,250,3,64849,5.6003,0.469418,1,-1,0
known_hard,30232,5,2,250,3,30232,12.5993,0.0498598,1,1,1
unknown_random,30232,5,2,249,3,33994,27.9896,9.43862e-05,0,-1,1
unknown_hard,30232,5,2,250,3,2412,8.86293,0.181435,1,-1,0
known_hard,30232,5,3,250,3,56350,1.89924,0.928728,1,4,1
unknown_random,30232,5,3,249,3,33994,22.058,0.00118193,1,-1,0
unknown_hard,30232,5,3,250,3,29486,1.89131,0.929418,1,-1,0
known_hard,30232,5,4,250,3,37095,2.39128,0.880431,1,2,1
unknown_random,30232,5,4,249,3,33994,16.6679,0.0105843,1,-1,0
unknown_hard,30232,5,4,250,3,67962,3.4734,0.747505,1,-1,0
known_hard,30232,5,5,250,3,30232,1.74794,0.941361,1,1,1
unknown_random,30232,5,5,249,3,34121,15.016,0.0201324,1,-1,0
unknown_hard,30232,5,5,250,3,64849,20.1079,0.00264954,1,-1,0
known_hard,30232,10,1,250,3,2412,1.54009,0.956787,1,2,1
unknown_random,30232,10,1,249,3,33994,5.9321,0.430839,1,-1,0
unknown_hard,30232,10,1,250,3,30114,2.07493,0.91268,1,-1,0
known_hard,30232,10,2,250,3,30232,2.58443,0.858901,1,1,1
unknown_random,30232,10,2,249,3,33994,14.3699,0.0257659,1,-1,0
unknown_hard,30232,10,2,250,3,29486,0.860352,0.990357,1,-1,0
known_hard,30232,10,3,250,3,29486,1.8818,0.930242,1,3,1
unknown_random,30232,10,3,249,3,33994,9.73331,0.136341,1,-1,0
unknown_hard,30232,10,3,250,3,52145,5.00005,0.543807,1,-1,0
known_hard,30232,10,4,250,3,32136,1.40925,0.965293,1,21,1
unknown_random,30232,10,4,249,3,33994,5.47034,0.485049,1,-1,0
unknown_hard,30232,10,4,250,3,56350,3.37686,0.760274,1,-1,0
known_hard,30232,10,5,250,3,31480,3.38815,0.758786,1,24,1
unknown_random,30232,10,5,249,3,33994,13.1317,0.0409914,1,-1,0
unknown_hard,30232,10,5,250,3,64849,6.26518,0.394149,1,-1,0
known_hard,30232,15,1,250,3,31480,2.78747,0.83501,1,8,1
unknown_random,30232,15,1,249,3,34121,17.2612,0.00836991,1,-1,0
unknown_hard,30232,15,1,250,3,30008,7.62449,0.266924,1,-1,0
known_hard,30232,15,2,250,3,30008,1.57919,0.954062,1,40,1
unknown_random,30232,15,2,249,3,33994,6.57289,0.362156,1,-1,0
unknown_hard,30232,15,2,250,3,32136,7.43811,0.282223,1,-1,0
known_hard,30232,15,3,250,3,56350,4.57641,0.599169,1,6,1
unknown_random,30232,15,3,249,3,34121,13.8676,0.0311504,1,-1,0
unknown_hard,30232,15,3,250,3,48049,3.18553,0.785226,1,-1,0
known_hard,30232,15,4,250,3,64849,1.40209,0.965731,1,2,1
unknown_random,30232,15,4,249,3,34121,5.53039,0.477791,1,-1,0
unknown_hard,30232,15,4,250,3,56350,0.258397,0.999674,1,-1,0
known_hard,30232,15,5,250,3,68643,5.16057,0.52339,1,10,1
unknown_random,30232,15,5,249,3,35997,10.0522,0.122469,1,-1,0
unknown_hard,30232,15,5,250,3,54125,1.98882,0.920724,1,-1,0
known_hard,30232,20,1,250,3,55313,5.73518,0.453499,1,77,1
unknown_random,30232,20,1,249,3,34121,6.65383,0.35405,1,-1,0
unknown_hard,30232,20,1,250,3,33994,1.55887,0.955489,1,-1,0
known_hard,30232,20,2,250,3,48049,7.88324,0.246783,1,11,1
unknown_random,30232,20,2,249,3,33994,6.46133,0.373541,1,-1,0
unknown_hard,30232,20,2,250,3,68650,3.86732,0.694626,1,-1,0
known_hard,30232,20,3,250,3,32205,2.1027,0.910015,1,11,1
unknown_random,30232,20,3,249,3,34121,2.67433,0.84847,1,-1,0
unknown_hard,30232,20,3,250,3,59600,1.30533,0.971363,1,-1,0
known_hard,30232,20,4,250,3,55823,1.85599,0.932455,1,107,1
unknown_random,30232,20,4,249,3,40233,2.99924,0.808943,1,-1,0
unknown_hard,30232,20,4,250,3,67962,8.68332,0.192187,1,-1,0
known_hard,30232,20,5,250,3,67962,5.98776,0.424563,1,8,1
unknown_random,30232,20,5,249,3,34121,3.82683,0.700097,1,-1,0
unknown_hard,30232,20,5,250,3,32205,1.96059,0.923287,1,-1,0
known_hard,67741,0,1,250,3,67741,0,1,1,1,1
unknown_random,67741,0,1,249,3,34610,2.72319e+07,0,0,-1,1
unknown_hard,67741,0,1,250,3,66534,1.32032e+07,0,0,-1,1
known_hard,67741,0,2,250,3,67741,0,1,1,1,1
unknown_random,67741,0,2,249,3,34610,2.72319e+07,0,0,-1,1
unknown_hard,67741,0,2,250,3,66534,1.32032e+07,0,0,-1,1
known_hard,67741,0,3,250,3,67741,0,1,1,1,1
unknown_random,67741,0,3,249,3,34610,2.72319e+07,0,0,-1,1
unknown_hard,67741,0,3,250,3,66534,1.32032e+07,0,0,-1,1
known_hard,67741,0,4,250,3,67741,0,1,1,1,1
unknown_random,67741,0,4,249,3,34610,2.72319e+07,0,0,-1,1
unknown_hard,67741,0,4,250,3,66534,1.32032e+07,0,0,-1,1
known_hard,67741,0,5,250,3,67741,0,1,1,1,1
unknown_random,67741,0,5,249,3,34610,2.72319e+07,0,0,-1,1
unknown_hard,67741,0,5,250,3,66534,1.32032e+07,0,0,-1,1
known_hard,67741,0.05,1,250,3,67741,1.04998,0.983647,1,1,1
unknown_random,67741,0.05,1,249,3,34610,10983.2,0,0,-1,1
unknown_hard,67741,0.05,1,250,3,65378,5192.1,0,0,-1,1
known_hard,67741,0.05,2,250,3,67741,11.8183,0.0661478,1,1,1
unknown_random,67741,0.05,2,249,3,34610,10915,0,0,-1,1
unknown_hard,67741,0.05,2,250,3,66534,5162.13,0,0,-1,1
known_hard,67741,0.05,3,250,3,67741,10.7879,0.0951563,1,1,1
unknown_random,67741,0.05,3,249,3,34610,10905.4,0,0,-1,1
unknown_hard,67741,0.05,3,250,3,66534,5342.61,0,0,-1,1
known_hard,67741,0.05,4,250,3,67741,13.5102,0.0356132,1,1,1
unknown_random,67741,0.05,4,249,3,34610,10926.1,0,0,-1,1
unknown_hard,67741,0.05,4,250,3,66534,5179.51,0,0,-1,1
known_hard,67741,0.05,5,250,3,67741,4.91605,0.554624,1,1,1
unknown_random,67741,0.05,5,249,3,34610,10644.4,0,0,-1,1
unknown_hard,67741,0.05,5,250,3,65378,5223.95,0,0,-1,1
known_hard,67741,0.1,1,250,3,67741,4.70057,0.58275,1,1,1
unknown_random,67741,0.1,1,249,3,34610,2850.3,0,0,-1,1
unknown_hard,67741,0.1,1,250,3,66534,1313.16,1.53075e-280,0,-1,1
known_hard,67741,0.1,2,250,3,67741,1.65828,0.948296,1,1,1
unknown_random,67741,0.1,2,249,3,34610,2732.74,0,0,-1,1
unknown_hard,67741,0.1,2,250,3,66534,1292.13,5.48842e-276,0,-1,1
known_hard,67741,0.1,3,250,3,67741,3.4568,0.749708,1,1,1
unknown_random,67741,0.1,3,249,3,34610,2832.48,0,0,-1,1
unknown_hard,67741,0.1,3,250,3,66534,1364.88,9.73808e-292,0,-1,1
known_hard,67741,0.1,4,250,3,67741,8.20596,0.223399,1,1,1
unknown_random,67741,0.1,4,249,3,34610,2737.89,0,0,-1,1
unknown_hard,67741,0.1,4,250,3,66534,1311.73,3.12633e-280,0,-1,1
known_hard,67741,0.1,5,250,3,67741,4.94778,0.550528,1,1,1
