scenario,target_norad,sigma_deg,trial,catalog_size,observation_count,best_norad,best_chi2,best_fit_p_value,best_catalog_match,target_rank,correct_decision
known_hard,17070,0.1,1,250,10,17070,31.4695,0.763988,1,1,1
unknown_random,17070,0.1,1,249,10,34955,96960.4,0,0,-1,1
unknown_hard,17070,0.1,1,250,10,62256,1385.86,2.52591e-266,0,-1,1
known_hard,17070,0.1,2,250,10,17070,23.0042,0.97379,1,1,1
unknown_random,17070,0.1,2,249,10,34955,97098.6,0,0,-1,1
unknown_hard,17070,0.1,2,250,10,62256,1319.55,2.61477e-252,0,-1,1
known_hard,17070,0.1,3,250,10,17070,30.4342,0.803813,1,1,1
unknown_random,17070,0.1,3,249,10,34955,98237.5,0,0,-1,1
unknown_hard,17070,0.1,3,250,10,62256,1125.83,1.75849e-211,0,-1,1
known_hard,17070,0.1,4,250,10,17070,24.2559,0.959209,1,1,1
unknown_random,17070,0.1,4,249,10,34955,95749.4,0,0,-1,1
unknown_hard,17070,0.1,4,250,10,62256,1121.09,1.73962e-210,0,-1,1
known_hard,17070,0.1,5,250,10,17070,37.2278,0.504984,1,1,1
unknown_random,17070,0.1,5,249,10,34955,96073.3,0,0,-1,1
unknown_hard,17070,0.1,5,250,10,62256,1314.65,2.84153e-251,0,-1,1
known_hard,17070,0.25,1,250,10,17070,21.533,0.985457,1,1,1
unknown_random,17070,0.25,1,249,10,34955,15299.7,0,0,-1,1
unknown_hard,17070,0.25,1,250,10,62256,246.195,2.66428e-32,0,-1,1
known_hard,17070,0.25,2,250,10,17070,39.5556,0.400375,1,1,1
unknown_random,17070,0.25,2,249,10,34955,16025.1,0,0,-1,1
unknown_hard,17070,0.25,2,250,10,62256,205.443,7.49394e-25,0,-1,1
known_hard,17070,0.25,3,250,10,17070,28.9469,0.854632,1,1,1
unknown_random,17070,0.25,3,249,10,34955,15733,0,0,-1,1
unknown_hard,17070,0.25,3,250,10,62256,255.123,5.7907e-34,0,-1,1
known_hard,17070,0.25,4,250,10,17070,21.7383,0.984134,1,1,1
unknown_random,17070,0.25,4,249,10,34955,15434.3,0,0,-1,1
unknown_hard,17070,0.25,4,250,10,62256,214.431,1.79508e-26,0,-1,1
known_hard,17070,0.25,5,250,10,17070,37.6763,0.484294,1,1,1
unknown_random,17070,0.25,5,249,10,34955,15481.9,0,0,-1,1
unknown_hard,17070,0.25,5,250,10,62256,281.373,6.63529e-39,0,-1,1
known_hard,17070,0.5,1,250,10,17070,33.029,0.698376,1,1,1
unknown_random,17070,0.5,1,249,10,34955,3974.5,0,0,-1,1
unknown_hard,17070,0.5,1,250,10,62256,74.1907,0.00039962,0,-1,1
known_hard,17070,0.5,2,250,10,17070,41.9164,0.304813,1,1,1
unknown_random,17070,0.5,2,249,10,34955,3958.25,0,0,-1,1
unknown_hard,17070,0.5,2,250,10,62256,76.6478,0.000204995,0,-1,1
known_hard,17070,0.5,3,250,10,17070,39.9866,0.381989,1,1,1
unknown_random,17070,0.5,3,249,10,34955,3788.99,0,0,-1,1
unknown_hard,17070,0.5,3,250,10,62256,96.8635,4.85883e-07,0,-1,1
known_hard,17070,0.5,4,250,10,17070,38.0813,0.465785,1,1,1
unknown_random,17070,0.5,4,249,10,34955,3912.04,0,0,-1,1
unknown_hard,17070,0.5,4,250,10,62256,69.8559,0.00124246,1,-1,0
known_hard,17070,0.5,5,250,10,17070,48.167,0.124878,1,1,1
unknown_random,17070,0.5,5,249,10,34955,3740.2,0,0,-1,1
unknown_hard,17070,0.5,5,250,10,62256,72.4677,0.000631575,0,-1,1
known_hard,17070,1,1,250,10,17070,36.9181,0.519363,1,1,1
unknown_random,17070,1,1,249,10,34955,1032.15,8.11867e-192,0,-1,1
unknown_hard,17070,1,1,250,10,62256,54.8016,0.0380601,1,-1,0
known_hard,17070,1,2,250,10,17070,44.2982,0.223158,1,1,1
unknown_random,17070,1,2,249,10,34955,1033.02,5.32661e-192,0,-1,1
unknown_hard,17070,1,2,250,10,62256,43.0099,0.26534,1,-1,0
known_hard,17070,1,3,250,10,17070,41.8477,0.307401,1,1,1
unknown_random,17070,1,3,249,10,34955,1072.78,2.44378e-200,0,-1,1
unknown_hard,17070,1,3,250,10,62256,47.8659,0.131061,1,-1,0
known_hard,17070,1,4,250,10,17070,32.9212,0.703093,1,1,1
unknown_random,17070,1,4,249,10,34955,1092.18,2.068e-204,0,-1,1
unknown_hard,17070,1,4,250,10,62256,44.5026,0.216906,1,-1,0
known_hard,17070,1,5,250,10,17070,23.6563,0.966788,1,1,1
unknown_random,17070,1,5,249,10,34955,1012.1,1.28567e-187,0,-1,1
unknown_hard,17070,1,5,250,10,62256,64.1714,0.00501175,1,-1,0
known_hard,17070,1.5,1,250,10,17070,47.8914,0.130529,1,1,1
unknown_random,17070,1.5,1,249,10,34955,491.306,3.68592e-80,0,-1,1
unknown_hard,17070,1.5,1,250,10,62256,48.3316,0.121596,1,-1,0
known_hard,17070,1.5,2,250,10,17070,24.398,0.957242,1,1,1
unknown_random,17070,1.5,2,249,10,34955,563.732,8.12881e-95,0,-1,1
unknown_hard,17070,1.5,2,250,10,62256,43.2395,0.257476,1,-1,0
known_hard,17070,1.5,3,250,10,17070,28.273,0.874928,1,1,1
unknown_random,17070,1.5,3,249,10,34955,511.308,3.41789e-84,0,-1,1
unknown_hard,17070,1.5,3,250,10,62256,51.9578,0.0651274,1,-1,0
known_hard,17070,1.5,4,250,10,17070,34.0353,0.653354,1,1,1
unknown_random,17070,1.5,4,249,10,33823,488.051,1.66644e-79,0,-1,1
unknown_hard,17070,1.5,4,250,10,62256,42.9167,0.268575,1,-1,0
known_hard,17070,1.5,5,250,10,17070,22.3543,0.979596,1,1,1
unknown_random,17070,1.5,5,249,10,34955,439.653,8.29226e-70,0,-1,1
unknown_hard,17070,1.5,5,250,10,62256,51.5548,0.0700482,1,-1,0
known_hard,17070,2,1,250,10,62258,49.3489,0.102795,1,3,1
unknown_random,17070,2,1,249,10,33823,308.531,4.35784e-44,0,-1,1
unknown_hard,17070,2,1,250,10,62256,41.5311,0.319487,1,-1,0
known_hard,17070,2,2,250,10,17070,35.9222,0.565886,1,1,1
unknown_random,17070,2,2,249,10,34955,268.167,2.07373e-36,0,-1,1
unknown_hard,17070,2,2,250,10,65981,35.6873,0.576877,1,-1,0
known_hard,17070,2,3,250,10,17070,36.8119,0.524305,1,1,1
unknown_random,17070,2,3,249,10,34955,267.576,2.67854e-36,0,-1,1
unknown_hard,17070,2,3,250,10,62256,34.7829,0.619005,1,-1,0
known_hard,17070,2,4,250,10,30845,36.1489,0.555275,1,3,1
unknown_random,17070,2,4,249,10,34955,242.363,1.36833e-31,0,-1,1
unknown_hard,17070,2,4,250,10,65981,36.5873,0.534784,1,-1,0
known_hard,17070,2,5,250,10,17070,21.8454,0.983407,1,1,1
unknown_random,17070,2,5,249,10,34955,277.13,4.22065e-38,0,-1,1
unknown_hard,17070,2,5,250,10,62258,41.5546,0.318581,1,-1,0
known_hard,30232,0,1,250,10,30232,0,1,1,1,1
unknown_random,30232,0,1,249,10,33994,1.52973e+09,0,0,-1,1
unknown_hard,30232,0,1,250,10,64849,1.1536e+08,0,0,-1,1
known_hard,30232,0,2,250,10,30232,0,1,1,1,1
unknown_random,30232,0,2,249,10,33994,1.52973e+09,0,0,-1,1
unknown_hard,30232,0,2,250,10,64849,1.1536e+08,0,0,-1,1
known_hard,30232,0,3,250,10,30232,0,1,1,1,1
unknown_random,30232,0,3,249,10,33994,1.52973e+09,0,0,-1,1
unknown_hard,30232,0,3,250,10,64849,1.1536e+08,0,0,-1,1
known_hard,30232,0,4,250,10,30232,0,1,1,1,1
unknown_random,30232,0,4,249,10,33994,1.52973e+09,0,0,-1,1
unknown_hard,30232,0,4,250,10,64849,1.1536e+08,0,0,-1,1
known_hard,30232,0,5,250,10,30232,0,1,1,1,1
unknown_random,30232,0,5,249,10,33994,1.52973e+09,0,0,-1,1
unknown_hard,30232,0,5,250,10,64849,1.1536e+08,0,0,-1,1
known_hard,30232,0.05,1,250,10,30232,35.4902,0.586089,1,1,1
unknown_random,30232,0.05,1,249,10,33994,609946,0,0,-1,1
unknown_hard,30232,0.05,1,250,10,64849,46242.1,0,0,-1,1
known_hard,30232,0.05,2,250,10,30232,27.6521,0.892046,1,1,1
unknown_random,30232,0.05,2,249,10,33994,612777,0,0,-1,1
unknown_hard,30232,0.05,2,250,10,64849,46349.5,0,0,-1,1
known_hard,30232,0.05,3,250,10,30232,43.7896,0.239243,1,1,1
unknown_random,30232,0.05,3,249,10,33994,611993,0,0,-1,1
unknown_hard,30232,0.05,3,250,10,64849,45863.9,0,0,-1,1
known_hard,30232,0.05,4,250,10,30232,50.0924,0.0905922,1,1,1
unknown_random,30232,0.05,4,249,10,33994,610246,0,0,-1,1
unknown_hard,30232,0.05,4,250,10,64849,45951.3,0,0,-1,1
known_hard,30232,0.05,5,250,10,30232,49.6544,0.0976284,1,1,1
unknown_random,30232,0.05,5,249,10,33994,611460,0,0,-1,1
unknown_hard,30232,0.05,5,250,10,64849,45545.8,0,0,-1,1
known_hard,30232,0.1,1,250,10,30232,36.962,0.517317,1,1,1
unknown_random,30232,0.1,1,249,10,33994,153833,0,0,-1,1
unknown_hard,30232,0.1,1,250,10,64849,11456.9,0,0,-1,1
known_hard,30232,0.1,2,250,10,30232,20.7263,0.989838,1,1,1
unknown_random,30232,0.1,2,249,10,33994,152968,0,0,-1,1
unknown_hard,30232,0.1,2,250,10,64849,11496.6,0,0,-1,1
known_hard,30232,0.1,3,250,10,30232,21.1834,0.987508,1,1,1
unknown_random,30232,0.1,3,249,10,33994,152581,0,0,-1,1
unknown_hard,30232,0.1,3,250,10,64849,11854,0,0,-1,1
known_hard,30232,0.1,4,250,10,30232,25.8218,0.933644,1,1,1
unknown_random,30232,0.1,4,249,10,33994,152413,0,0,-1,1
unknown_hard,30232,0.1,4,250,10,64849,11363.3,0,0,-1,1
known_hard,30232,0.1,5,250,10,30232,49.0195,0.108609,1,1,1
unknown_random,30232,0.1,5,249,10,33994,152861,0,0,-1,1
unknown_hard,30232,0.1,5,250,10,64849,11193.9,0,0,-1,1
known_hard,30232,0.25,1,250,10,30232,21.8619,0.983293,1,1,1
unknown_random,30232,0.25,1,249,10,33994,24023.3,0,0,-1,1
unknown_hard,30232,0.25,1,250,10,64849,2054.94,0,0,-1,1
known_hard,30232,0.25,2,250,10,30232,24.8956,0.949816,1,1,1
unknown_random,30232,0.25,2,249,10,33994,24764.9,0,0,-1,1
unknown_hard,30232,0.25,2,250,10,64849,1951.12,0,0,-1,1
known_hard,30232,0.25,3,250,10,30232,23.6999,0.966275,1,1,1
unknown_random,30232,0.25,3,249,10,33994,24404.3,0,0,-1,1
unknown_hard,30232,0.25,3,250,10,64849,1743.38,0,0,-1,1
known_hard,30232,0.25,4,250,10,30232,39.0904,0.420627,1,1,1
unknown_random,30232,0.25,4,249,10,33994,24434.7,0,0,-1,1
unknown_hard,30232,0.25,4,250,10,64849,1959.26,0,0,-1,1
known_hard,30232,0.25,5,250,10,30232,32.1495,0.736115,1,1,1
unknown_random,30232,0.25,5,249,10,33994,24945.7,0,0,-1,1
unknown_hard,30232,0.25,5,250,10,64849,1751.15,0,0,-1,1
known_hard,30232,0.5,1,250,10,30232,24.8676,0.950256,1,1,1
unknown_random,30232,0.5,1,249,10,33994,6133.83,0,0,-1,1
unknown_hard,30232,0.5,1,250,10,64849,433.895,1.16494e-68,0,-1,1
known_hard,30232,0.5,2,250,10,30232,38.2341,0.458853,1,1,1
unknown_random,30232,0.5,2,249,10,33994,5949.99,0,0,-1,1
unknown_hard,30232,0.5,2,250,10,64849,539.695,6.17193e-90,0,-1,1
known_hard,30232,0.5,3,250,10,30232,33.9498,0.65724,1,1,1
unknown_random,30232,0.5,3,249,10,33994,6259.55,0,0,-1,1
unknown_hard,30232,0.5,3,250,10,64849,493.796,1.1619e-80,0,-1,1
known_hard,30232,0.5,4,250,10,30232,27.4068,0.898389,1,1,1
unknown_random,30232,0.5,4,249,10,33994,6032.55,0,0,-1,1
unknown_hard,30232,0.5,4,250,10,64849,550.141,4.69274e-92,0,-1,1
known_hard,30232,0.5,5,250,10,30232,25.602,0.937768,1,1,1
unknown_random,30232,0.5,5,249,10,33994,6205.96,0,0,-1,1
unknown_hard,30232,0.5,5,250,10,64849,531.193,3.2574e-88,0,-1,1
known_hard,30232,1,1,250,10,30232,50.4822,0.0846841,1,1,1
unknown_random,30232,1,1,249,10,33994,1619.31,8.40289e-316,0,-1,1
unknown_hard,30232,1,1,250,10,64849,168.391,2.43189e-18,0,-1,1
known_hard,30232,1,2,250,10,30232,46.4979,0.162171,1,1,1
unknown_random,30232,1,2,249,10,33994,1539.02,9.16547e-299,0,-1,1
unknown_hard,30232,1,2,250,10,64849,141.955,6.50126e-14,0,-1,1
known_hard,30232,1,3,250,10,30232,38.3097,0.455433,1,1,1
unknown_random,30232,1,3,249,10,33994,1601.6,4.82723e-312,0,-1,1
unknown_hard,30232,1,3,250,10,64849,151.059,2.05946e-15,0,-1,1
known_hard,30232,1,4,250,10,30232,32.6094,0.716596,1,1,1
unknown_random,30232,1,4,249,10,33994,1601.8,4.37505e-312,0,-1,1
unknown_hard,30232,1,4,250,10,64849,117.798,4.26649e-10,0,-1,1
known_hard,30232,1,5,250,10,30232,35.3667,0.591856,1,1,1
unknown_random,30232,1,5,249,10,33994,1611.04,4.7914e-314,0,-1,1
unknown_hard,30232,1,5,250,10,64849,137.116,3.96022e-13,0,-1,1
known_hard,30232,1.5,1,250,10,30232,52.772,0.0560724,1,1,1
unknown_random,30232,1.5,1,249,10,33994,642.8,5.79541e-111,0,-1,1
unknown_hard,30232,1.5,1,250,10,37095,104.543,3.96696e-08,0,-1,1
known_hard,30232,1.5,2,250,10,30232,35.1584,0.601567,1,1,1
unknown_random,30232,1.5,2,249,10,33994,697.261,3.72308e-122,0,-1,1
unknown_hard,30232,1.5,2,250,10,64849,52.509,0.0588723,1,-1,0
known_hard,30232,1.5,3,250,10,30232,31.6216,0.757865,1,1,1
unknown_random,30232,1.5,3,249,10,33994,703.623,1.82009e-123,0,-1,1
unknown_hard,30232,1.5,3,250,10,64849,129.349,6.87645e-12,0,-1,1
known_hard,30232,1.5,4,250,10,30232,48.3375,0.121479,1,1,1
unknown_random,30232,1.5,4,249,10,33994,814.175,2.46436e-146,0,-1,1
unknown_hard,30232,1.5,4,250,10,64849,88.9185,5.80855e-06,0,-1,1
known_hard,30232,1.5,5,250,10,30232,23.5425,0.9681,1,1,1
unknown_random,30232,1.5,5,249,10,33994,671.171,8.68932e-117,0,-1,1
unknown_hard,30232,1.5,5,250,10,64849,82.3856,4.05048e-05,0,-1,1
known_hard,30232,2,1,250,10,30232,34.0204,0.654033,1,1,1
unknown_random,30232,2,1,249,10,33994,434.534,8.69196e-69,0,-1,1
unknown_hard,30232,2,1,250,10,64849,61.2092,0.00989506,1,-1,0
known_hard,30232,2,2,250,10,30232,37.4943,0.492667,1,1,1
unknown_random,30232,2,2,249,10,33994,477.546,2.15556e-77,0,-1,1
unknown_hard,30232,2,2,250,10,64849,71.1395,0.000893343,0,-1,1
known_hard,30232,2,3,250,10,30232,29.1585,0.8479,1,1,1
unknown_random,30232,2,3,249,10,33994,440.644,5.26008e-70,0,-1,1
unknown_hard,30232,2,3,250,10,64849,52.6337,0.0575308,1,-1,0
known_hard,30232,2,4,250,10,30232,15.1669,0.999654,1,1,1
unknown_random,30232,2,4,249,10,33994,367.44,1.60082e-55,0,-1,1
unknown_hard,30232,2,4,250,10,37095,59.2763,0.0151363,1,-1,0
known_hard,30232,2,5,250,10,30232,46.9901,0.150397,1,1,1
unknown_random,30232,2,5,249,10,33994,433.074,1.69823e-68,0,-1,1
unknown_hard,30232,2,5,250,10,29486,60.6458,0.0112181,1,-1,0
known_hard,67741,0,1,250,10,67741,0,1,1,1,1
unknown_random,67741,0,1,249,10,34610,7.63593e+07,0,0,-1,1
unknown_hard,67741,0,1,250,10,66534,2.44473e+07,0,0,-1,1
known_hard,67741,0,2,250,10,67741,0,1,1,1,1
unknown_random,67741,0,2,249,10,34610,7.63593e+07,0,0,-1,1
unknown_hard,67741,0,2,250,10,66534,2.44473e+07,0,0,-1,1
known_hard,67741,0,3,250,10,67741,0,1,1,1,1
unknown_random,67741,0,3,249,10,34610,7.63593e+07,0,0,-1,1
unknown_hard,67741,0,3,250,10,66534,2.44473e+07,0,0,-1,1
known_hard,67741,0,4,250,10,67741,0,1,1,1,1
unknown_random,67741,0,4,249,10,34610,7.63593e+07,0,0,-1,1
unknown_hard,67741,0,4,250,10,66534,2.44473e+07,0,0,-1,1
known_hard,67741,0,5,250,10,67741,0,1,1,1,1
unknown_random,67741,0,5,249,10,34610,7.63593e+07,0,0,-1,1
unknown_hard,67741,0,5,250,10,66534,2.44473e+07,0,0,-1,1
known_hard,67741,0.05,1,250,10,67741,65.9861,0.00325042,1,1,1
unknown_random,67741,0.05,1,249,10,34610,31147.4,0,0,-1,1
unknown_hard,67741,0.05,1,250,10,66534,9847.69,0,0,-1,1
known_hard,67741,0.05,2,250,10,67741,21.6916,0.984442,1,1,1
unknown_random,67741,0.05,2,249,10,34610,30239.6,0,0,-1,1
unknown_hard,67741,0.05,2,250,10,66534,9672.25,0,0,-1,1
known_hard,67741,0.05,3,250,10,67741,70.91,0.000947969,0,1,0
unknown_random,67741,0.05,3,249,10,34610,30972,0,0,-1,1
unknown_hard,67741,0.05,3,250,10,66534,9708.16,0,0,-1,1
known_hard,67741,0.05,4,250,10,67741,46.7999,0.154867,1,1,1
unknown_random,67741,0.05,4,249,10,34610,31017.7,0,0,-1,1
unknown_hard,67741,0.05,4,250,10,66534,9817.6,0,0,-1,1
known_hard,67741,0.05,5,250,10,67741,22.1407,0.98127,1,1,1
unknown_random,67741,0.05,5,249,10,34610,30276.1,0,0,-1,1
unknown_hard,67741,0.05,5,250,10,66534,9963.9,0,0,-1,1
known_hard,67741,0.1,1,250,10,67741,42.6016,0.279695,1,1,1
unknown_random,67741,0.1,1,249,10,34610,7507.35,0,0,-1,1
unknown_hard,67741,0.1,1,250,10,66534,2447.8,0,0,-1,1
known_hard,67741,0.1,2,250,10,67741,28.8333,0.858178,1,1,1
unknown_random,67741,0.1,2,249,10,34610,7667.02,0,0,-1,1
unknown_hard,67741,0.1,2,250,10,66534,2540.09,0,0,-1,1
known_hard,67741,0.1,3,250,10,67741,30.4925,0.801663,1,1,1
unknown_random,67741,0.1,3,249,10,34610,7750.39,0,0,-1,1
unknown_hard,67741,0.1,3,250,10,66534,2392.86,0,0,-1,1
known_hard,67741,0.1,4,250,10,67741,39.5183,0.401984,1,1,1
unknown_random,67741,0.1,4,249,10,34610,7631.03,0,0,-1,1
unknown_hard,67741,0.1,4,250,10,66534,2449.36,0,0,-1,1
known_hard,67741,0.1,5,250,10,67741,23.3304,0.970442,1,1,1
unknown_random,67741,0.1,5,249,10,34610,7799.12,0,0,-1,1
unknown_hard,67741,0.1,5,250,10,66534,2527.55,0,0,-1,1
known_hard,67741,0.25,1,250,10,67741,46.4213,0.164064,1,1,1
unknown_random,67741,0.25,1,249,10,34610,1281.75,2.51451e-244,0,-1,1
unknown_hard,67741,0.25,1,250,10,66534,373.505,1.03434e-56,0,-1,1
known_hard,67741,0.25,2,250,10,67741,54.6605,0.0391244,1,1,1
unknown_random,67741,0.25,2,249,10,34610,1241.74,6.90272e-236,0,-1,1
unknown_hard,67741,0.25,2,250,10,66534,436.799,3.07354e-69,0,-1,1
known_hard,67741,0.25,3,250,10,67741,34.791,0.618633,1,1,1
unknown_random,67741,0.25,3,249,10,34610,1315.53,1.84922e-251,0,-1,1
unknown_hard,67741,0.25,3,250,10,66534,396.503,3.05579e-61,0,-1,1
known_hard,67741,0.25,4,250,10,67741,30.3445,0.807102,1,1,1
unknown_random,67741,0.25,4,249,10,34610,1394.2,4.34717e-268,0,-1,1
unknown_hard,67741,0.25,4,250,10,66534,413.414,1.37288e-64,0,-1,1
known_hard,67741,0.25,5,250,10,67741,32.1761,0.734999,1,1,1
unknown_random,67741,0.25,5,249,10,34610,1309.69,3.16685e-250,0,-1,1
unknown_hard,67741,0.25,5,250,10,66534,477.422,2.28258e-77,0,-1,1
known_hard,67741,0.5,1,250,10,67741,27.9942,0.882803,1,1,1
unknown_random,67741,0.5,1,249,10,34610,360.519,3.62711e-54,0,-1,1
unknown_hard,67741,0.5,1,250,10,66534,162.159,2.81043e-17,0,-1,1
known_hard,67741,0.5,2,250,10,67741,23.7875,0.965227,1,1,1
unknown_random,67741,0.5,2,249,10,34610,327.456,9.81563e-48,0,-1,1
unknown_hard,67741,0.5,2,250,10,66534,127.723,1.24052e-11,0,-1,1
known_hard,67741,0.5,3,250,10,67741,30.6127,0.797192,1,1,1
unknown_random,67741,0.5,3,249,10,34610,318.694,4.83008e-46,0,-1,1
unknown_hard,67741,0.5,3,250,10,66534,156.52,2.51742e-16,0,-1,1
known_hard,67741,0.5,4,250,10,67741,21.8198,0.983583,1,1,1
unknown_random,67741,0.5,4,249,10,34610,370.413,4.18258e-56,0,-1,1
unknown_hard,67741,0.5,4,250,10,66534,115.425,9.77401e-10,0,-1,1
known_hard,67741,0.5,5,250,10,67741,31.317,0.770062,1,1,1
unknown_random,67741,0.5,5,249,10,34610,358.381,9.498e-54,0,-1,1
unknown_hard,67741,0.5,5,250,10,66534,123.218,6.26628e-11,0,-1,1
known_hard,67741,1,1,250,10,67741,40.1641,0.374525,1,1,1
unknown_random,67741,1,1,249,10,34610,122.488,8.13101e-11,0,-1,1
unknown_hard,67741,1,1,250,10,65378,64.2587,0.00490981,1,-1,0
known_hard,67741,1,2,250,10,67741,43.9892,0.232841,1,1,1
unknown_random,67741,1,2,249,10,34610,95.1931,8.26795e-07,0,-1,1
unknown_hard,67741,1,2,250,10,65378,86.3372,1.26548e-05,0,-1,1
known_hard,67741,1,3,250,10,67741,24.2013,0.959947,1,1,1
unknown_random,67741,1,3,249,10,34610,103.541,5.5313e-08,0,-1,1
unknown_hard,67741,1,3,250,10,66534,65.187,0.00393902,1,-1,0
known_hard,67741,1,4,250,10,67741,47.2255,0.144998,1,1,1
unknown_random,67741,1,4,249,10,34610,102.66,7.39837e-08,0,-1,1
unknown_hard,67741,1,4,250,10,66534,91.1748,2.90729e-06,0,-1,1
known_hard,67741,1,5,250,10,67741,38.9166,0.428292,1,1,1
unknown_random,67741,1,5,249,10,34610,170.76,9.53196e-19,0,-1,1
unknown_hard,67741,1,5,250,10,66534,48.6111,0.116179,1,-1,0
known_hard,67741,1.5,1,250,10,66534,32.9209,0.703104,1,2,1
unknown_random,67741,1.5,1,249,10,34610,48.1491,0.12524,1,-1,0
unknown_hard,67741,1.5,1,250,10,66534,56.8584,0.0251911,1,-1,0
known_hard,67741,1.5,2,250,10,67741,47.0108,0.149915,1,1,1
unknown_random,67741,1.5,2,249,10,34610,67.0114,0.00253185,1,-1,0
unknown_hard,67741,1.5,2,250,10,66534,42.8093,0.272336,1,-1,0
known_hard,67741,1.5,3,250,10,67741,24.8824,0.950024,1,1,1
unknown_random,67741,1.5,3,249,10,34610,64.1257,0.00506592,1,-1,0
unknown_hard,67741,1.5,3,250,10,66534,48.4035,0.120183,1,-1,0
known_hard,67741,1.5,4,250,10,67741,41.6697,0.314163,1,1,1
unknown_random,67741,1.5,4,249,10,34610,48.369,0.120861,1,-1,0
unknown_hard,67741,1.5,4,250,10,66534,27.8153,0.887696,1,-1,0
known_hard,67741,1.5,5,250,10,67741,16.2406,0.999227,1,1,1
unknown_random,67741,1.5,5,249,10,34610,45.8225,0.179427,1,-1,0
unknown_hard,67741,1.5,5,250,10,48095,69.558,0.00134028,1,-1,0
known_hard,67741,2,1,250,10,67741,22.8955,0.974839,1,1,1
unknown_random,67741,2,1,249,10,34610,65.5461,0.00361424,1,-1,0
unknown_hard,67741,2,1,250,10,65378,51.3277,0.0729566,1,-1,0
known_hard,67741,2,2,250,10,67741,17.4767,0.998238,1,1,1
unknown_random,67741,2,2,249,10,34610,59.4678,0.0145221,1,-1,0
unknown_hard,67741,2,2,250,10,65378,43.3666,0.253187,1,-1,0
known_hard,67741,2,3,250,10,67741,18.5371,0.996685,1,1,1
unknown_random,67741,2,3,249,10,34610,93.644,1.34744e-06,0,-1,1
unknown_hard,67741,2,3,250,10,66534,50.0024,0.0920029,1,-1,0
known_hard,67741,2,4,250,10,67741,33.6419,0.67115,1,1,1
unknown_random,67741,2,4,249,10,34610,56.4414,0.0274328,1,-1,0
unknown_hard,67741,2,4,250,10,65378,26.5996,0.917571,1,-1,0
known_hard,67741,2,5,250,10,67741,39.9657,0.382871,1,1,1
unknown_random,67741,2,5,249,10,34610,45.5758,0.186053,1,-1,0
unknown_hard,67741,2,5,250,10,58111,44.8285,0.207186,1,-1,0
known_hard,66160,0,1,250,10,66160,0,1,1,1,1
unknown_random,66160,0,1,249,10,36559,2.92926e+08,0,0,-1,1
unknown_hard,66160,0,1,250,10,56306,9.9348e+06,0,0,-1,1
known_hard,66160,0,2,250,10,66160,0,1,1,1,1
unknown_random,66160,0,2,249,10,36559,2.92926e+08,0,0,-1,1
unknown_hard,66160,0,2,250,10,56306,9.9348e+06,0,0,-1,1
known_hard,66160,0,3,250,10,66160,0,1,1,1,1
unknown_random,66160,0,3,249,10,36559,2.92926e+08,0,0,-1,1
unknown_hard,66160,0,3,250,10,56306,9.9348e+06,0,0,-1,1
known_hard,66160,0,4,250,10,66160,0,1,1,1,1
