scenario,target_norad,sigma_deg,trial,catalog_size,observation_count,best_norad,best_chi2,best_fit_p_value,best_catalog_match,target_rank,correct_decision
unknown_random,17070,0.25,4,249,10,34955,7596.75,0,0,-1,1
unknown_hard,17070,0.25,4,250,10,43001,1462.72,1.35793e-282,0,-1,1
known_hard,17070,0.25,5,250,10,17070,37.6766,0.484277,1,1,1
unknown_random,17070,0.25,5,249,10,33823,8001.78,0,0,-1,1
unknown_hard,17070,0.25,5,250,10,43001,1629.67,5.30694e-318,0,-1,1
known_hard,17070,0.5,1,250,10,17070,33.0291,0.698372,1,1,1
unknown_random,17070,0.5,1,249,10,34955,1937.69,0,0,-1,1
unknown_hard,17070,0.5,1,250,10,43001,410.169,6.04027e-64,0,-1,1
known_hard,17070,0.5,2,250,10,17070,41.9167,0.304803,1,1,1
unknown_random,17070,0.5,2,249,10,33823,2069.16,0,0,-1,1
unknown_hard,17070,0.5,2,250,10,43001,435.652,5.2041e-69,0,-1,1
known_hard,17070,0.5,3,250,10,17070,39.9867,0.381985,1,1,1
unknown_random,17070,0.5,3,249,10,34955,1826.07,0,0,-1,1
unknown_hard,17070,0.5,3,250,10,43001,462.669,2.07841e-74,0,-1,1
known_hard,17070,0.5,4,250,10,17070,38.0813,0.465785,1,1,1
unknown_random,17070,0.5,4,249,10,34955,1939.74,0,0,-1,1
unknown_hard,17070,0.5,4,250,10,43001,414.687,7.67667e-65,0,-1,1
known_hard,17070,0.5,5,250,10,17070,48.1675,0.124869,1,1,1
unknown_random,17070,0.5,5,249,10,33823,1896.69,0,0,-1,1
unknown_hard,17070,0.5,5,250,10,43001,393.135,1.4132e-60,0,-1,1
known_hard,17070,1,1,250,10,17070,36.9185,0.519345,1,1,1
unknown_random,17070,1,1,249,10,34955,541.881,2.22384e-90,0,-1,1
unknown_hard,17070,1,1,250,10,43001,152.58,1.14909e-15,0,-1,1
known_hard,17070,1,2,250,10,17070,44.2983,0.223157,1,1,1
unknown_random,17070,1,2,249,10,34955,492.326,2.29746e-80,0,-1,1
unknown_hard,17070,1,2,250,10,43001,126.279,2.08992e-11,0,-1,1
known_hard,17070,1,3,250,10,17070,41.8479,0.307392,1,1,1
unknown_random,17070,1,3,249,10,34955,553.849,8.28747e-93,0,-1,1
unknown_hard,17070,1,3,250,10,43001,147.953,6.7368e-15,0,-1,1
known_hard,17070,1,4,250,10,17070,32.9212,0.703091,1,1,1
unknown_random,17070,1,4,249,10,34955,585.388,3.17055e-99,0,-1,1
unknown_hard,17070,1,4,250,10,43001,105.659,2.73427e-08,0,-1,1
known_hard,17070,1,5,250,10,17070,23.6566,0.966784,1,1,1
unknown_random,17070,1,5,249,10,34955,493.331,1.44195e-80,0,-1,1
unknown_hard,17070,1,5,250,10,43001,169.435,1.61005e-18,0,-1,1
known_hard,17070,1.5,1,250,10,17070,47.8918,0.130521,1,1,1
unknown_random,17070,1.5,1,249,10,33823,264.767,9.03746e-36,0,-1,1
unknown_hard,17070,1.5,1,250,10,43001,78.2688,0.000130778,0,-1,1
known_hard,17070,1.5,2,250,10,17070,24.3979,0.957243,1,1,1
unknown_random,17070,1.5,2,249,10,33823,282.173,4.67921e-39,0,-1,1
unknown_hard,17070,1.5,2,250,10,43001,73.5724,0.000471432,0,-1,1
known_hard,17070,1.5,3,250,10,17070,28.2732,0.874921,1,1,1
unknown_random,17070,1.5,3,249,10,34955,280.871,8.25948e-39,0,-1,1
unknown_hard,17070,1.5,3,250,10,43001,88.5456,6.50576e-06,0,-1,1
known_hard,17070,1.5,4,250,10,17070,34.0354,0.653349,1,1,1
unknown_random,17070,1.5,4,249,10,33823,255.271,5.43328e-34,0,-1,1
unknown_hard,17070,1.5,4,250,10,43001,86.7532,1.11734e-05,0,-1,1
known_hard,17070,1.5,5,250,10,17070,22.3546,0.979593,1,1,1
unknown_random,17070,1.5,5,249,10,33823,282.078,4.87737e-39,0,-1,1
unknown_hard,17070,1.5,5,250,10,43001,79.9017,8.25762e-05,0,-1,1
known_hard,17070,2,1,250,10,17070,51.6401,0.0689814,1,1,1
unknown_random,17070,2,1,249,10,33823,196.332,3.18254e-23,0,-1,1
unknown_hard,17070,2,1,250,10,43001,54.9541,0.0369379,1,-1,0
known_hard,17070,2,2,250,10,17070,35.9223,0.565881,1,1,1
unknown_random,17070,2,2,249,10,33823,146.151,1.33542e-14,0,-1,1
unknown_hard,17070,2,2,250,10,43001,55.7103,0.031794,1,-1,0
known_hard,17070,2,3,250,10,17070,36.8121,0.524299,1,1,1
unknown_random,17070,2,3,249,10,34955,147.712,7.38291e-15,0,-1,1
unknown_hard,17070,2,3,250,10,43001,52.8496,0.0552689,1,-1,0
known_hard,17070,2,4,250,10,62256,35.0001,0.608931,1,2,1
unknown_random,17070,2,4,249,10,33823,125.808,2.47594e-11,0,-1,1
unknown_hard,17070,2,4,250,10,62256,62.9515,0.00665935,1,-1,0
known_hard,17070,2,5,250,10,17070,21.8455,0.983407,1,1,1
unknown_random,17070,2,5,249,10,34955,119.587,2.27374e-10,0,-1,1
unknown_hard,17070,2,5,250,10,43001,65.1779,0.00394765,1,-1,0
known_hard,30232,0,1,250,10,30232,0,1,1,1,1
unknown_random,30232,0,1,249,10,33994,6.45345e+08,0,0,-1,1
unknown_hard,30232,0,1,250,10,64849,1.14956e+08,0,0,-1,1
known_hard,30232,0,2,250,10,30232,0,1,1,1,1
unknown_random,30232,0,2,249,10,33994,6.45345e+08,0,0,-1,1
unknown_hard,30232,0,2,250,10,64849,1.14956e+08,0,0,-1,1
known_hard,30232,0,3,250,10,30232,0,1,1,1,1
unknown_random,30232,0,3,249,10,33994,6.45345e+08,0,0,-1,1
unknown_hard,30232,0,3,250,10,64849,1.14956e+08,0,0,-1,1
known_hard,30232,0,4,250,10,30232,0,1,1,1,1
unknown_random,30232,0,4,249,10,33994,6.45345e+08,0,0,-1,1
unknown_hard,30232,0,4,250,10,64849,1.14956e+08,0,0,-1,1
known_hard,30232,0,5,250,10,30232,0,1,1,1,1
unknown_random,30232,0,5,249,10,33994,6.45345e+08,0,0,-1,1
unknown_hard,30232,0,5,250,10,64849,1.14956e+08,0,0,-1,1
known_hard,30232,0.05,1,250,10,30232,35.4902,0.586088,1,1,1
unknown_random,30232,0.05,1,249,10,33994,258172,0,0,-1,1
unknown_hard,30232,0.05,1,250,10,64849,46179.3,0,0,-1,1
known_hard,30232,0.05,2,250,10,30232,27.6523,0.892042,1,1,1
unknown_random,30232,0.05,2,249,10,33994,258314,0,0,-1,1
unknown_hard,30232,0.05,2,250,10,64849,45958,0,0,-1,1
known_hard,30232,0.05,3,250,10,30232,43.7897,0.239238,1,1,1
unknown_random,30232,0.05,3,249,10,33994,258113,0,0,-1,1
unknown_hard,30232,0.05,3,250,10,64849,45574.6,0,0,-1,1
known_hard,30232,0.05,4,250,10,30232,50.0927,0.0905866,1,1,1
unknown_random,30232,0.05,4,249,10,33994,256840,0,0,-1,1
unknown_hard,30232,0.05,4,250,10,64849,45704.7,0,0,-1,1
known_hard,30232,0.05,5,250,10,30232,49.6547,0.0976241,1,1,1
unknown_random,30232,0.05,5,249,10,33994,258885,0,0,-1,1
unknown_hard,30232,0.05,5,250,10,64849,45557.9,0,0,-1,1
known_hard,30232,0.1,1,250,10,30232,36.9623,0.517306,1,1,1
unknown_random,30232,0.1,1,249,10,33994,65003.3,0,0,-1,1
unknown_hard,30232,0.1,1,250,10,64849,11449.7,0,0,-1,1
known_hard,30232,0.1,2,250,10,30232,20.7263,0.989838,1,1,1
unknown_random,30232,0.1,2,249,10,33994,64300.2,0,0,-1,1
unknown_hard,30232,0.1,2,250,10,64849,11507.5,0,0,-1,1
known_hard,30232,0.1,3,250,10,30232,21.1835,0.987507,1,1,1
unknown_random,30232,0.1,3,249,10,33994,64140.8,0,0,-1,1
unknown_hard,30232,0.1,3,250,10,64849,11733.6,0,0,-1,1
known_hard,30232,0.1,4,250,10,30232,25.8218,0.933644,1,1,1
unknown_random,30232,0.1,4,249,10,33994,64239.5,0,0,-1,1
unknown_hard,30232,0.1,4,250,10,64849,11258.9,0,0,-1,1
known_hard,30232,0.1,5,250,10,30232,49.0197,0.108606,1,1,1
unknown_random,30232,0.1,5,249,10,33994,64307.2,0,0,-1,1
unknown_hard,30232,0.1,5,250,10,64849,11029,0,0,-1,1
known_hard,30232,0.25,1,250,10,30232,21.862,0.983292,1,1,1
unknown_random,30232,0.25,1,249,10,33994,10028.9,0,0,-1,1
unknown_hard,30232,0.25,1,250,10,64849,2103.86,0,0,-1,1
known_hard,30232,0.25,2,250,10,30232,24.8957,0.949814,1,1,1
unknown_random,30232,0.25,2,249,10,33994,10618.1,0,0,-1,1
unknown_hard,30232,0.25,2,250,10,64849,1909.41,0,0,-1,1
known_hard,30232,0.25,3,250,10,30232,23.7001,0.966273,1,1,1
unknown_random,30232,0.25,3,249,10,33994,10296.4,0,0,-1,1
unknown_hard,30232,0.25,3,250,10,64849,1761.95,0,0,-1,1
known_hard,30232,0.25,4,250,10,30232,39.0907,0.420614,1,1,1
unknown_random,30232,0.25,4,249,10,33994,10385.7,0,0,-1,1
unknown_hard,30232,0.25,4,250,10,64849,1947.3,0,0,-1,1
known_hard,30232,0.25,5,250,10,30232,32.1497,0.736106,1,1,1
unknown_random,30232,0.25,5,249,10,33994,10582.1,0,0,-1,1
unknown_hard,30232,0.25,5,250,10,64849,1737.51,0,0,-1,1
known_hard,30232,0.5,1,250,10,30232,24.8677,0.950254,1,1,1
unknown_random,30232,0.5,1,249,10,33994,2665.64,0,0,-1,1
unknown_hard,30232,0.5,1,250,10,64849,453.199,1.63361e-72,0,-1,1
known_hard,30232,0.5,2,250,10,30232,38.2341,0.458851,1,1,1
unknown_random,30232,0.5,2,249,10,33994,2556.79,0,0,-1,1
unknown_hard,30232,0.5,2,250,10,64849,557.653,1.39851e-93,0,-1,1
known_hard,30232,0.5,3,250,10,30232,33.9501,0.657227,1,1,1
unknown_random,30232,0.5,3,249,10,33994,2619.68,0,0,-1,1
unknown_hard,30232,0.5,3,250,10,64849,510.285,5.50106e-84,0,-1,1
known_hard,30232,0.5,4,250,10,30232,27.407,0.898384,1,1,1
unknown_random,30232,0.5,4,249,10,33994,2520.61,0,0,-1,1
unknown_hard,30232,0.5,4,250,10,64849,528.906,9.46208e-88,0,-1,1
known_hard,30232,0.5,5,250,10,30232,25.602,0.937767,1,1,1
unknown_random,30232,0.5,5,249,10,33994,2730.69,0,0,-1,1
unknown_hard,30232,0.5,5,250,10,64849,522.788,1.6361e-86,0,-1,1
known_hard,30232,1,1,250,10,30232,50.4825,0.0846797,1,1,1
unknown_random,30232,1,1,249,10,33994,706.726,4.17458e-124,0,-1,1
unknown_hard,30232,1,1,250,10,64849,158.916,9.94412e-17,0,-1,1
known_hard,30232,1,2,250,10,30232,46.4983,0.162161,1,1,1
unknown_random,30232,1,2,249,10,33994,644.723,2.33804e-111,0,-1,1
unknown_hard,30232,1,2,250,10,64849,120.009,1.95901e-10,0,-1,1
known_hard,30232,1,3,250,10,30232,38.31,0.455421,1,1,1
unknown_random,30232,1,3,249,10,33994,614.396,3.79162e-105,0,-1,1
unknown_hard,30232,1,3,250,10,64849,163.633,1.5791e-17,0,-1,1
known_hard,30232,1,4,250,10,30232,32.6094,0.716596,1,1,1
unknown_random,30232,1,4,249,10,33994,697.501,3.32308e-122,0,-1,1
unknown_hard,30232,1,4,250,10,64849,122.172,9.09775e-11,0,-1,1
known_hard,30232,1,5,250,10,30232,35.3668,0.591851,1,1,1
unknown_random,30232,1,5,249,10,33994,721.457,3.82497e-127,0,-1,1
unknown_hard,30232,1,5,250,10,64849,148.732,5.0083e-15,0,-1,1
known_hard,30232,1.5,1,250,10,30232,52.7723,0.0560692,1,1,1
unknown_random,30232,1.5,1,249,10,33994,279.923,1.24884e-38,0,-1,1
unknown_hard,30232,1.5,1,250,10,64849,119.905,2.03242e-10,0,-1,1
known_hard,30232,1.5,2,250,10,30232,35.1584,0.601564,1,1,1
unknown_random,30232,1.5,2,249,10,33994,271.31,5.30406e-37,0,-1,1
unknown_hard,30232,1.5,2,250,10,64849,56.1564,0.0290652,1,-1,0
known_hard,30232,1.5,3,250,10,30232,31.6217,0.757861,1,1,1
unknown_random,30232,1.5,3,249,10,33994,329.47,4.00127e-48,0,-1,1
unknown_hard,30232,1.5,3,250,10,64849,119.629,2.24092e-10,0,-1,1
known_hard,30232,1.5,4,250,10,30232,48.3381,0.121468,1,1,1
unknown_random,30232,1.5,4,249,10,33994,384.849,6.08039e-59,0,-1,1
unknown_hard,30232,1.5,4,250,10,64849,92.7815,1.76501e-06,0,-1,1
known_hard,30232,1.5,5,250,10,30232,23.5428,0.968097,1,1,1
unknown_random,30232,1.5,5,249,10,33994,303.365,4.2663e-43,0,-1,1
unknown_hard,30232,1.5,5,250,10,64849,80.4144,7.13756e-05,0,-1,1
known_hard,30232,2,1,250,10,30232,34.0205,0.654026,1,1,1
unknown_random,30232,2,1,249,10,33994,189.406,5.36358e-22,0,-1,1
unknown_hard,30232,2,1,250,10,64849,57.9713,0.0199896,1,-1,0
known_hard,30232,2,2,250,10,30232,37.4946,0.492652,1,1,1
unknown_random,30232,2,2,249,10,33994,246.645,2.19746e-32,0,-1,1
unknown_hard,30232,2,2,250,10,64849,73.2155,0.000518353,0,-1,1
known_hard,30232,2,3,250,10,30232,29.1587,0.847893,1,1,1
unknown_random,30232,2,3,249,10,33994,210.851,7.96557e-26,0,-1,1
unknown_hard,30232,2,3,250,10,64849,46.6234,0.159106,1,-1,0
known_hard,30232,2,4,250,10,30232,15.167,0.999654,1,1,1
unknown_random,30232,2,4,249,10,33994,158.31,1.25823e-16,0,-1,1
unknown_hard,30232,2,4,250,10,64849,76.7136,0.000201316,0,-1,1
known_hard,30232,2,5,250,10,30232,46.9902,0.150394,1,1,1
unknown_random,30232,2,5,249,10,33994,203.024,2.03517e-24,0,-1,1
unknown_hard,30232,2,5,250,10,64849,91.5693,2.57319e-06,0,-1,1
known_hard,67741,0,1,250,10,67741,0,1,1,1,1
unknown_random,67741,0,1,249,10,34344,1.12351e+08,0,0,-1,1
unknown_hard,67741,0,1,250,10,57401,7.35599e+07,0,0,-1,1
known_hard,67741,0,2,250,10,67741,0,1,1,1,1
unknown_random,67741,0,2,249,10,34344,1.12351e+08,0,0,-1,1
unknown_hard,67741,0,2,250,10,57401,7.35599e+07,0,0,-1,1
known_hard,67741,0,3,250,10,67741,0,1,1,1,1
unknown_random,67741,0,3,249,10,34344,1.12351e+08,0,0,-1,1
unknown_hard,67741,0,3,250,10,57401,7.35599e+07,0,0,-1,1
known_hard,67741,0,4,250,10,67741,0,1,1,1,1
unknown_random,67741,0,4,249,10,34344,1.12351e+08,0,0,-1,1
unknown_hard,67741,0,4,250,10,57401,7.35599e+07,0,0,-1,1
known_hard,67741,0,5,250,10,67741,0,1,1,1,1
unknown_random,67741,0,5,249,10,34344,1.12351e+08,0,0,-1,1
unknown_hard,67741,0,5,250,10,57401,7.35599e+07,0,0,-1,1
known_hard,67741,0.05,1,250,10,67741,65.9866,0.00325009,1,1,1
unknown_random,67741,0.05,1,249,10,34344,44884.9,0,0,-1,1
unknown_hard,67741,0.05,1,250,10,57401,29760.2,0,0,-1,1
known_hard,67741,0.05,2,250,10,67741,21.6917,0.984442,1,1,1
unknown_random,67741,0.05,2,249,10,34344,45199.1,0,0,-1,1
unknown_hard,67741,0.05,2,250,10,57401,29273.9,0,0,-1,1
known_hard,67741,0.05,3,250,10,67741,70.9103,0.00094789,0,1,0
unknown_random,67741,0.05,3,249,10,34344,45159.4,0,0,-1,1
unknown_hard,67741,0.05,3,250,10,57401,29604.5,0,0,-1,1
known_hard,67741,0.05,4,250,10,67741,46.8002,0.15486,1,1,1
unknown_random,67741,0.05,4,249,10,34344,44985.7,0,0,-1,1
unknown_hard,67741,0.05,4,250,10,57401,28923.5,0,0,-1,1
known_hard,67741,0.05,5,250,10,67741,22.1408,0.981269,1,1,1
unknown_random,67741,0.05,5,249,10,34344,44881.5,0,0,-1,1
unknown_hard,67741,0.05,5,250,10,57401,29733.2,0,0,-1,1
known_hard,67741,0.1,1,250,10,67741,42.602,0.279682,1,1,1
unknown_random,67741,0.1,1,249,10,34344,10959.9,0,0,-1,1
unknown_hard,67741,0.1,1,250,10,57401,7362.39,0,0,-1,1
known_hard,67741,0.1,2,250,10,67741,28.8335,0.858173,1,1,1
unknown_random,67741,0.1,2,249,10,34344,11022.5,0,0,-1,1
unknown_hard,67741,0.1,2,250,10,57401,7136.58,0,0,-1,1
known_hard,67741,0.1,3,250,10,67741,30.4926,0.801658,1,1,1
unknown_random,67741,0.1,3,249,10,34344,11265,0,0,-1,1
unknown_hard,67741,0.1,3,250,10,57401,7405.94,0,0,-1,1
known_hard,67741,0.1,4,250,10,67741,39.5186,0.401974,1,1,1
unknown_random,67741,0.1,4,249,10,34344,11582.3,0,0,-1,1
unknown_hard,67741,0.1,4,250,10,57401,7187.94,0,0,-1,1
known_hard,67741,0.1,5,250,10,67741,23.3306,0.970439,1,1,1
unknown_random,67741,0.1,5,249,10,34344,11775.4,0,0,-1,1
unknown_hard,67741,0.1,5,250,10,57401,7427.25,0,0,-1,1
known_hard,67741,0.25,1,250,10,67741,46.4217,0.164056,1,1,1
unknown_random,67741,0.25,1,249,10,34344,1832.85,0,0,-1,1
unknown_hard,67741,0.25,1,250,10,57401,1227.17,8.17756e-233,0,-1,1
known_hard,67741,0.25,2,250,10,67741,54.6608,0.0391226,1,1,1
unknown_random,67741,0.25,2,249,10,34344,1832.79,0,0,-1,1
unknown_hard,67741,0.25,2,250,10,57401,1321.47,1.02961e-252,0,-1,1
known_hard,67741,0.25,3,250,10,67741,34.7911,0.618627,1,1,1
unknown_random,67741,0.25,3,249,10,34344,1839.66,0,0,-1,1
unknown_hard,67741,0.25,3,250,10,57184,1245.34,1.20646e-236,0,-1,1
known_hard,67741,0.25,4,250,10,67741,30.3446,0.807098,1,1,1
unknown_random,67741,0.25,4,249,10,34344,2035.49,0,0,-1,1
unknown_hard,67741,0.25,4,250,10,57401,1217.03,1.12086e-230,0,-1,1
known_hard,67741,0.25,5,250,10,67741,32.1762,0.734996,1,1,1
unknown_random,67741,0.25,5,249,10,34344,1946.41,0,0,-1,1
unknown_hard,67741,0.25,5,250,10,57401,1165.4,8.35833e-220,0,-1,1
known_hard,67741,0.5,1,250,10,67741,27.9943,0.8828,1,1,1
unknown_random,67741,0.5,1,249,10,34344,491.712,3.05462e-80,0,-1,1
unknown_hard,67741,0.5,1,250,10,57401,244.949,4.53749e-32,0,-1,1
known_hard,67741,0.5,2,250,10,67741,23.7876,0.965226,1,1,1
unknown_random,67741,0.5,2,249,10,34344,421.005,4.27344e-66,0,-1,1
unknown_hard,67741,0.5,2,250,10,57184,346.967,1.60182e-51,0,-1,1
known_hard,67741,0.5,3,250,10,67741,30.6127,0.79719,1,1,1
unknown_random,67741,0.5,3,249,10,34344,455.173,6.58107e-73,0,-1,1
unknown_hard,67741,0.5,3,250,10,57184,339.656,4.23377e-50,0,-1,1
known_hard,67741,0.5,4,250,10,67741,21.8199,0.983583,1,1,1
unknown_random,67741,0.5,4,249,10,34344,477.454,2.24848e-77,0,-1,1
unknown_hard,67741,0.5,4,250,10,57184,365.388,4.04078e-55,0,-1,1
known_hard,67741,0.5,5,250,10,67741,31.317,0.770061,1,1,1
unknown_random,67741,0.5,5,249,10,34344,464.924,7.34302e-75,0,-1,1
unknown_hard,67741,0.5,5,250,10,57401,333.893,5.56414e-49,0,-1,1
known_hard,67741,1,1,250,10,67741,40.1644,0.374513,1,1,1
unknown_random,67741,1,1,249,10,34344,159.655,7.46054e-17,0,-1,1
unknown_hard,67741,1,1,250,10,57401,100.626,1.441e-07,0,-1,1
known_hard,67741,1,2,250,10,67741,43.9894,0.232835,1,1,1
unknown_random,67741,1,2,249,10,34344,151.723,1.59656e-15,0,-1,1
unknown_hard,67741,1,2,250,10,57401,78.2509,0.000131433,0,-1,1
known_hard,67741,1,3,250,10,67741,24.2014,0.959946,1,1,1
unknown_random,67741,1,3,249,10,34344,123.156,6.40619e-11,0,-1,1
unknown_hard,67741,1,3,250,10,57401,87.7528,8.27093e-06,0,-1,1
known_hard,67741,1,4,250,10,67741,47.2258,0.144991,1,1,1
unknown_random,67741,1,4,249,10,34344,116.768,6.11899e-10,0,-1,1
unknown_hard,67741,1,4,250,10,57401,97.6533,3.77245e-07,0,-1,1
known_hard,67741,1,5,250,10,67741,38.9169,0.428281,1,1,1
unknown_random,67741,1,5,249,10,34344,178.398,4.54924e-20,0,-1,1
unknown_hard,67741,1,5,250,10,55159,107.898,1.2894e-08,0,-1,1
known_hard,67741,1.5,1,250,10,67741,33.8656,0.661059,1,1,1
unknown_random,67741,1.5,1,249,10,34344,75.5781,0.000274699,0,-1,1
unknown_hard,67741,1.5,1,250,10,57401,64.3109,0.00484979,1,-1,0
known_hard,67741,1.5,2,250,10,67741,47.0109,0.149913,1,1,1
unknown_random,67741,1.5,2,249,10,34344,65.1499,0.0039741,1,-1,0
unknown_hard,67741,1.5,2,250,10,57184,64.2969,0.00486587,1,-1,0
known_hard,67741,1.5,3,250,10,67741,24.8824,0.950023,1,1,1
unknown_random,67741,1.5,3,249,10,34344,80.0853,7.83826e-05,0,-1,1
unknown_hard,67741,1.5,3,250,10,57184,58.3372,0.0185036,1,-1,0
known_hard,67741,1.5,4,250,10,67741,41.6699,0.314158,1,1,1
unknown_random,67741,1.5,4,249,10,34344,71.6236,0.000787779,0,-1,1
unknown_hard,67741,1.5,4,250,10,55159,51.3569,0.0725771,1,-1,0
known_hard,67741,1.5,5,250,10,67741,16.2407,0.999227,1,1,1
unknown_random,67741,1.5,5,249,10,34344,65.8749,0.00333899,1,-1,0
unknown_hard,67741,1.5,5,250,10,57184,76.9817,0.000186975,0,-1,1
known_hard,67741,2,1,250,10,67741,22.8957,0.974837,1,1,1
unknown_random,67741,2,1,249,10,34344,67.6378,0.00216956,1,-1,0
unknown_hard,67741,2,1,250,10,57401,55.8157,0.0311292,1,-1,0
known_hard,67741,2,2,250,10,67741,17.4768,0.998238,1,1,1
unknown_random,67741,2,2,249,10,34344,80.0852,7.83839e-05,0,-1,1
unknown_hard,67741,2,2,250,10,57401,43.5328,0.247646,1,-1,0
known_hard,67741,2,3,250,10,67741,18.5372,0.996685,1,1,1
unknown_random,67741,2,3,249,10,34344,96.2965,5.82302e-07,0,-1,1
unknown_hard,67741,2,3,250,10,57401,60.5631,0.0114253,1,-1,0
known_hard,67741,2,4,250,10,67741,33.6419,0.671151,1,1,1
unknown_random,67741,2,4,249,10,34344,75.3028,0.000296033,0,-1,1
unknown_hard,67741,2,4,250,10,57401,27.8835,0.885845,1,-1,0
known_hard,67741,2,5,250,10,67741,39.9659,0.382863,1,1,1
unknown_random,67741,2,5,249,10,34344,48.2951,0.122318,1,-1,0
unknown_hard,67741,2,5,250,10,55159,52.3698,0.0604016,1,-1,0
known_hard,66160,0,1,250,10,66160,0,1,1,1,1
unknown_random,66160,0,1,249,10,36559,2.33328e+08,0,0,-1,1
unknown_hard,66160,0,1,250,10,56125,9.83789e+06,0,0,-1,1
known_hard,66160,0,2,250,10,66160,0,1,1,1,1
unknown_random,66160,0,2,249,10,36559,2.33328e+08,0,0,-1,1
unknown_hard,66160,0,2,250,10,56125,9.83789e+06,0,0,-1,1
known_hard,66160,0,3,250,10,66160,0,1,1,1,1
unknown_random,66160,0,3,249,10,36559,2.33328e+08,0,0,-1,1
unknown_hard,66160,0,3,250,10,56125,9.83789e+06,0,0,-1,1
known_hard,66160,0,4,250,10,66160,0,1,1,1,1
